Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,112.82,113.129997,110.209999,110.379997,102.503265,41403400
2015-01-02,111.389999,111.440002,107.349998,109.33000200000001,101.528191,53204600
2015-01-05,108.290001,108.650002,105.410004,106.25,98.66798399999999,64285500
2015-01-06,106.540001,107.43,104.629997,106.260002,98.677261,65797100
2015-01-07,107.199997,108.199997,106.699997,107.75,100.060936,40105900
2015-01-08,109.230003,112.150002,108.699997,111.889999,103.90550999999999,59364500
2015-01-09,112.66999799999999,113.25,110.209999,112.010002,104.01694499999999,53699500
2015-01-12,112.599998,112.629997,108.800003,109.25,101.453903,49650800
2015-01-13,111.43,112.800003,108.910004,110.220001,102.354675,67091900
2015-01-14,109.040001,110.489998,108.5,109.800003,101.96464499999999,48337000
2015-01-15,110.0,110.059998,106.660004,106.82,99.197289,60014000
2015-01-16,107.029999,107.58000200000001,105.199997,105.989998,98.426529,78513300
2015-01-20,107.839996,108.970001,106.5,108.720001,100.96171600000001,49899900
2015-01-21,108.949997,111.059998,108.269997,109.550003,101.732506,48575900
2015-01-22,110.260002,112.470001,109.720001,112.400002,104.379112,53796400
2015-01-23,112.300003,113.75,111.529999,112.980003,104.917725,46464800
2015-01-26,113.739998,114.360001,112.800003,113.099998,105.029175,55615000
2015-01-27,112.41999799999999,112.480003,109.029999,109.139999,101.351738,95568700
2015-01-28,117.629997,118.120003,115.309998,115.309998,107.081474,146477100
2015-01-29,116.32,119.190002,115.559998,118.900002,110.415276,84436400
2015-01-30,118.400002,120.0,116.849998,117.160004,108.799446,83745500
2015-02-02,118.050003,119.16999799999999,116.08000200000001,118.629997,110.164543,62739100
2015-02-03,118.5,119.089996,117.610001,118.650002,110.183121,51915700
2015-02-04,118.5,120.510002,118.309998,119.559998,111.028168,70149700
2015-02-05,120.019997,120.230003,119.25,119.940002,111.820625,42246200
2015-02-06,120.019997,120.25,118.449997,118.93,110.879021,43706600
2015-02-09,118.550003,119.839996,118.43,119.720001,111.615524,38889800
2015-02-10,120.16999799999999,122.150002,120.160004,122.019997,113.75983400000001,62008500
2015-02-11,122.769997,124.91999799999999,122.5,124.879997,116.426216,73561800
2015-02-12,126.059998,127.480003,125.57,126.459999,117.899254,74474500
2015-02-13,127.279999,127.279999,125.650002,127.08000200000001,118.477295,54272200
2015-02-17,127.489998,128.880005,126.91999799999999,127.83000200000001,119.176529,63152400
2015-02-18,127.629997,128.779999,127.449997,128.720001,120.00628700000001,44891700
2015-02-19,128.479996,129.029999,128.330002,128.449997,119.754547,37362400
2015-02-20,128.619995,129.5,128.050003,129.5,120.733452,48948400
2015-02-23,130.020004,133.0,129.66000400000001,133.0,123.996544,70974100
2015-02-24,132.940002,133.600006,131.169998,132.169998,123.22273999999999,69228100
2015-02-25,131.559998,131.600006,128.149994,128.78999299999998,120.071518,74711700
2015-02-26,128.78999299999998,130.869995,126.610001,130.419998,121.591179,91287500
2015-02-27,130.0,130.570007,128.240005,128.46000700000002,119.76388500000002,62014800
2015-03-02,129.25,130.279999,128.300003,129.08999599999999,120.351219,48096700
2015-03-03,128.96000700000002,129.520004,128.08999599999999,129.360001,120.602966,37816300
2015-03-04,129.100006,129.559998,128.320007,128.53999299999998,119.83845500000001,31666300
2015-03-05,128.580002,128.75,125.760002,126.410004,117.85266100000001,56517100
2015-03-06,128.399994,129.369995,126.260002,126.599998,118.029785,72842100
2015-03-09,127.959999,129.570007,125.059998,127.139999,118.53321799999999,88528500
2015-03-10,126.410004,127.220001,123.800003,124.510002,116.081268,68856600
2015-03-11,124.75,124.769997,122.110001,122.239998,113.96494299999999,68939000
2015-03-12,122.309998,124.900002,121.629997,124.449997,116.02533000000001,48362700
2015-03-13,124.400002,125.400002,122.58000200000001,123.589996,115.223557,51827300
2015-03-16,123.879997,124.949997,122.870003,124.949997,116.491478,35874300
2015-03-17,125.900002,127.32,125.650002,127.040001,118.43998,51023100
2015-03-18,127.0,129.16000400000001,126.370003,128.470001,119.773201,65270900
2015-03-19,128.75,129.25,127.400002,127.5,118.868874,45809500
2015-03-20,128.25,128.399994,125.160004,125.900002,117.377174,68695100
2015-03-23,127.120003,127.849998,126.519997,127.209999,118.59850300000001,37709700
2015-03-24,127.230003,128.03999299999998,126.559998,126.690002,118.113708,32842300
2015-03-25,126.540001,126.82,123.379997,123.379997,115.027771,51655200
2015-03-26,122.760002,124.879997,122.599998,124.239998,115.829559,47572900
2015-03-27,124.57,124.699997,122.910004,123.25,114.906578,39546200
2015-03-30,124.050003,126.400002,124.0,126.370003,117.81536100000001,47099700
2015-03-31,126.089996,126.489998,124.360001,124.43,116.006676,42090600
2015-04-01,124.82,125.120003,123.099998,124.25,115.83886000000001,40621400
2015-04-02,125.029999,125.559998,124.190002,125.32,116.836441,32220100
2015-04-06,124.470001,127.510002,124.33000200000001,127.349998,118.72901200000001,37194000
2015-04-07,127.639999,128.119995,125.980003,126.010002,117.479729,35012300
2015-04-08,125.849998,126.400002,124.970001,125.599998,117.097473,37329200
2015-04-09,125.849998,126.58000200000001,124.660004,126.559998,117.99247700000001,32484000
2015-04-10,125.949997,127.209999,125.260002,127.099998,118.495934,40188000
2015-04-13,128.369995,128.570007,126.610001,126.849998,118.262863,36365100
2015-04-14,127.0,127.290001,125.910004,126.300003,117.750107,25524600
2015-04-15,126.410004,127.129997,126.010002,126.779999,118.197601,28970400
2015-04-16,126.279999,127.099998,126.110001,126.16999799999999,117.628891,28369000
2015-04-17,125.550003,126.139999,124.459999,124.75,116.305008,51957000
2015-04-20,125.57,128.119995,125.16999799999999,127.599998,118.96208200000001,47054300
2015-04-21,128.100006,128.199997,126.66999799999999,126.910004,118.318817,32435100
2015-04-22,126.989998,128.869995,126.32,128.619995,119.91303300000001,37654500
2015-04-23,128.300003,130.419998,128.139999,129.669998,120.891975,45770900
2015-04-24,130.490005,130.630005,129.229996,130.279999,121.46066299999998,44525900
2015-04-27,132.309998,133.130005,131.149994,132.649994,123.670227,96954200
2015-04-28,134.46000700000002,134.53999299999998,129.570007,130.559998,121.721718,118924000
2015-04-29,130.16000400000001,131.58999599999999,128.300003,128.639999,119.93168600000001,63386100
2015-04-30,128.639999,128.639999,124.58000200000001,125.150002,116.67795600000001,83195400
2015-05-01,126.099998,130.130005,125.300003,128.949997,120.220688,58512600
2015-05-04,129.5,130.570007,128.259995,128.699997,119.987633,50988300
2015-05-05,128.149994,128.449997,125.779999,125.800003,117.283951,49271400
2015-05-06,126.559998,126.75,123.360001,125.010002,116.54742399999999,72141000
2015-05-07,124.769997,126.08000200000001,124.019997,125.260002,117.268303,43940900
2015-05-08,126.68,127.620003,126.110001,127.620003,119.477737,55550400
2015-05-11,127.389999,127.559998,125.629997,126.32,118.260674,42035800
