Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,67.940002,68.150002,66.5,67.410004,52.181396,462400
2015-01-02,66.83000200000001,69.050003,66.690002,68.959999,53.381232999999995,802900
2015-01-05,68.660004,70.83000200000001,68.389999,70.599998,54.650742,976800
2015-01-06,70.940002,73.519997,70.610001,72.949997,56.469848999999996,1755500
2015-01-07,71.720001,73.279999,71.209999,71.889999,55.649322999999995,1174200
2015-01-08,73.019997,74.339996,70.959999,71.610001,55.432579000000004,1299300
2015-01-09,73.239998,74.959999,73.239998,74.910004,57.987076,1042200
2015-01-12,75.099998,77.620003,74.82,77.32,59.852631,1131400
2015-01-13,77.120003,77.120003,73.040001,74.129997,57.383281999999994,1499200
2015-01-14,75.5,76.120003,73.730003,75.139999,58.165115,1059400
2015-01-15,78.610001,80.290001,78.379997,79.019997,61.168587,2274500
2015-01-16,79.940002,81.639999,79.82,80.900002,62.623867000000004,1336400
2015-01-20,83.82,84.690002,82.910004,83.639999,64.744881,1665800
2015-01-21,84.360001,84.66999799999999,82.410004,83.870003,64.92291999999999,1286100
2015-01-22,84.360001,84.519997,82.150002,82.239998,63.661148,1179800
2015-01-23,81.370003,82.099998,79.720001,80.639999,62.4226,1087200
2015-01-26,80.559998,83.129997,79.5,82.980003,64.23397800000001,1137900
2015-01-27,84.099998,85.449997,83.91999799999999,84.900002,65.72023,996800
2015-01-28,84.980003,85.529999,82.370003,83.400002,64.559097,997400
2015-01-29,82.08000200000001,83.540001,81.209999,83.059998,64.295906,777500
2015-01-30,84.5,85.839996,83.68,85.260002,65.998909,964900
2015-02-02,83.639999,85.459999,83.41999799999999,84.800003,65.642822,798100
2015-02-03,85.41999799999999,85.41999799999999,82.970001,83.610001,64.721657,940600
2015-02-04,84.400002,84.68,82.82,83.779999,64.853249,1214500
2015-02-05,83.68,85.18,83.400002,85.129997,65.89827,837400
2015-02-06,82.559998,82.650002,80.519997,81.18,62.840618000000006,1132600
2015-02-09,82.08000200000001,82.720001,81.58000200000001,82.260002,63.676636,860300
2015-02-10,80.110001,80.699997,78.5,79.239998,61.338882,1173200
2015-02-11,79.08000200000001,79.139999,77.639999,78.160004,60.502865,671100
2015-02-12,78.379997,79.110001,77.540001,78.599998,60.84346800000001,739200
2015-02-13,78.620003,79.160004,77.959999,78.300003,60.61124,448400
2015-02-17,77.260002,77.489998,76.160004,76.489998,59.210129,754400
2015-02-18,76.099998,78.730003,76.059998,78.290001,60.603497,897200
2015-02-19,78.940002,79.120003,76.410004,76.900002,59.527504,738400
2015-02-20,77.230003,77.910004,76.099998,76.110001,58.915977000000005,631900
2015-02-23,75.529999,76.470001,75.120003,76.040001,58.861793999999996,639400
2015-02-24,76.150002,77.68,75.860001,76.720001,59.388176,573900
2015-02-25,77.660004,79.339996,77.41999799999999,78.730003,60.944099,823300
2015-02-26,79.839996,80.040001,78.730003,79.0,61.153099,471100
2015-02-27,79.150002,80.209999,78.970001,79.190002,61.30017900000001,508300
2015-03-02,79.0,79.33000200000001,77.220001,77.870003,60.278381,724200
2015-03-03,77.709999,78.309998,76.139999,76.389999,59.132725,677100
2015-03-04,74.75,75.07,72.889999,73.709999,57.058158999999996,1369500
2015-03-05,73.209999,74.699997,73.019997,73.519997,56.911087,647800
2015-03-06,70.269997,70.440002,68.550003,69.25,53.605720999999996,1535900
2015-03-09,70.08000200000001,70.18,68.33000200000001,68.529999,53.048374,972500
2015-03-10,68.089996,68.75,66.82,67.160004,51.987877000000005,910500
2015-03-11,67.16999799999999,69.629997,66.449997,69.5,53.799243999999995,986500
2015-03-12,69.41999799999999,69.879997,68.349998,69.029999,53.900753,872500
2015-03-13,68.309998,68.43,66.879997,68.290001,53.322936999999996,1024500
2015-03-16,68.629997,69.5,67.980003,68.75,53.682117000000005,722900
2015-03-17,68.470001,69.739998,68.089996,68.629997,53.58841700000001,844600
2015-03-18,68.5,71.43,68.059998,70.709999,55.212547,888400
2015-03-19,70.910004,71.279999,69.910004,70.58000200000001,55.111034,734200
2015-03-20,72.059998,73.370003,71.75,72.18,56.360367000000004,1888400
2015-03-23,72.900002,73.839996,72.760002,73.379997,57.297363,803200
2015-03-24,73.110001,73.260002,72.260002,72.589996,56.680504000000006,498400
2015-03-25,73.32,73.639999,71.550003,71.709999,55.99337,513500
2015-03-26,73.18,73.699997,70.370003,71.010002,55.446796,919500
2015-03-27,71.010002,71.75,69.900002,70.959999,55.407753,692500
2015-03-30,71.099998,71.870003,70.559998,70.910004,55.368717000000004,624600
2015-03-31,70.349998,70.459999,69.050003,69.269997,54.088154,740100
2015-04-01,69.739998,72.32,69.66999799999999,71.510002,55.837215,890400
2015-04-02,71.910004,72.489998,70.529999,70.93,55.384331,601300
2015-04-06,72.790001,73.5,71.480003,72.059998,56.266666,515000
2015-04-07,71.110001,71.690002,70.529999,70.779999,55.267208,522000
2015-04-08,71.300003,71.550003,69.739998,70.279999,54.876793000000006,579200
2015-04-09,69.489998,70.360001,69.360001,69.760002,54.47076,420600
2015-04-10,71.050003,71.57,70.760002,71.190002,55.587348999999996,460600
2015-04-13,71.370003,71.660004,70.849998,71.209999,55.602959,470100
2015-04-14,72.040001,73.199997,71.83000200000001,72.610001,56.696129000000006,724800
2015-04-15,73.480003,74.709999,73.099998,74.41999799999999,58.109432,988200
2015-04-16,76.099998,76.699997,74.940002,75.370003,58.851223,764000
2015-04-17,75.059998,76.209999,74.290001,74.650002,58.289021,598800
2015-04-20,74.989998,75.5,74.470001,75.389999,58.866837,422200
2015-04-21,74.769997,75.82,74.370003,75.339996,58.827789,402600
2015-04-22,75.300003,75.339996,73.93,74.199997,57.937649,649000
2015-04-23,74.959999,76.43,74.800003,76.089996,59.413414,448800
2015-04-24,75.690002,76.120003,74.41999799999999,74.550003,58.210938,586600
2015-04-27,74.459999,76.220001,74.010002,74.239998,57.968876,1011400
2015-04-28,75.75,77.58000200000001,75.75,77.389999,60.428497,872600
2015-04-29,77.709999,78.900002,76.83000200000001,77.959999,60.873568999999996,1042900
2015-04-30,76.349998,76.5,75.589996,76.16999799999999,59.475887,537100
2015-05-01,75.33000200000001,76.110001,75.040001,75.790001,59.179173,408600
2015-05-04,77.129997,77.199997,75.699997,76.150002,59.460269999999994,250600
2015-05-05,77.540001,77.650002,74.550003,75.059998,58.609161,713200
2015-05-06,75.32,75.32,73.739998,73.989998,57.773678000000004,770500
2015-05-07,73.150002,73.800003,72.089996,73.739998,57.578465,655900
2015-05-08,74.239998,74.239998,72.790001,73.349998,57.273941,455000
2015-05-11,73.279999,73.83000200000001,72.889999,73.41999799999999,57.328598,401300
2015-05-12,73.910004,74.589996,73.510002,74.0,57.781475,498100
2015-05-13,75.940002,76.83000200000001,75.83000200000001,76.440002,59.68671,921400
2015-05-14,77.440002,77.790001,76.150002,76.589996,59.803825,583900
2015-05-15,76.010002,76.91999799999999,75.769997,76.16999799999999,59.475887,507600
2015-05-18,77.360001,77.489998,75.980003,76.349998,59.616431999999996,435200
2015-05-19,75.050003,75.529999,73.629997,73.769997,57.601887,607500
2015-05-20,74.379997,74.910004,73.980003,74.129997,57.882992,341900
2015-05-21,74.129997,74.220001,73.510002,73.949997,57.742435,303000
2015-05-22,74.269997,74.540001,73.389999,73.57,57.445724,377500
2015-05-26,71.730003,71.800003,70.559998,70.959999,55.407753,599100
2015-05-27,70.839996,71.75,70.57,71.57,55.88405600000001,345500
2015-05-28,71.199997,72.279999,70.949997,72.16999799999999,56.352557999999995,322700
2015-05-29,72.589996,73.199997,71.959999,72.230003,56.399414,355400
2015-06-01,72.25,73.160004,71.620003,72.25,56.415028,457300
2015-06-02,72.209999,73.690002,72.139999,73.139999,57.109962,447500
2015-06-03,72.790001,73.440002,71.32,71.440002,55.782562,637700
2015-06-04,70.949997,71.260002,70.41999799999999,71.0,55.438992000000006,431500
2015-06-05,69.220001,70.260002,68.83000200000001,69.889999,54.572262,469000
2015-06-08,70.400002,70.779999,70.010002,70.699997,55.204739000000004,386500
2015-06-09,71.349998,71.589996,70.370003,70.58000200000001,55.111034,525800
2015-06-10,72.860001,72.910004,72.019997,72.41999799999999,56.547771,588900
2015-06-11,72.459999,72.480003,71.769997,72.239998,56.407215,612300
2015-06-12,71.150002,72.0,70.699997,71.470001,55.805981,323100
2015-06-15,71.360001,72.43,71.230003,71.510002,55.837215,372900
2015-06-16,70.610001,70.889999,70.150002,70.41999799999999,54.986111,419800
2015-06-17,70.220001,71.550003,69.43,71.279999,55.657616000000004,510900
2015-06-18,72.290001,72.66999799999999,71.629997,72.160004,56.344761,590300
2015-06-19,71.529999,71.870003,70.230003,70.32,54.908024,609700
2015-06-22,69.82,70.540001,69.639999,70.089996,54.728428,489700
