Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,1215.569946,1221.439941,1204.689941,1204.699951,1204.699951,26060700
2015-01-02,1209.97998,1212.800049,1189.160034,1198.800049,1198.800049,27087000
2015-01-05,1192.359985,1194.219971,1177.459961,1181.349976,1181.349976,37991200
2015-01-06,1183.469971,1183.910034,1153.400024,1161.310059,1161.310059,44601100
2015-01-07,1169.300049,1175.97998,1164.949951,1175.969971,1175.969971,38054800
2015-01-08,1184.170044,1196.130005,1184.079956,1196.130005,1196.130005,39340100
2015-01-09,1196.01001,1196.060059,1183.089966,1185.680054,1185.680054,33641400
2015-01-12,1186.939941,1187.630005,1173.219971,1180.089966,1180.089966,34564600
2015-01-13,1187.52002,1200.52002,1168.410034,1180.640015,1180.640015,41073000
2015-01-14,1169.75,1177.97998,1165.060059,1177.060059,1177.060059,43786800
2015-01-15,1179.719971,1180.869995,1154.640015,1154.709961,1154.709961,42767200
2015-01-16,1151.339966,1177.189941,1151.300049,1176.650024,1176.650024,40564100
2015-01-20,1179.079956,1179.140015,1161.329956,1170.25,1170.25,39443400
2015-01-21,1167.52002,1174.949951,1162.310059,1166.25,1166.25,37300700
2015-01-22,1172.5,1190.369995,1161.300049,1190.369995,1190.369995,41760500
2015-01-23,1190.26001,1194.150024,1185.5,1188.930054,1188.930054,35735600
2015-01-26,1188.930054,1200.73999,1181.77002,1200.73999,1200.73999,34657600
2015-01-27,1190.339966,1199.77002,1186.160034,1194.660034,1194.660034,33298100
2015-01-28,1200.680054,1201.23999,1172.72998,1175.119995,1175.119995,40675300
2015-01-29,1177.150024,1190.189941,1170.140015,1190.180054,1190.180054,41271400
2015-01-30,1183.339966,1186.040039,1164.900024,1165.390015,1165.390015,45386500
2015-02-02,1168.579956,1175.560059,1153.790039,1175.51001,1175.51001,40083300
2015-02-03,1180.079956,1197.390015,1180.060059,1196.98999,1196.98999,46159000
2015-02-04,1191.560059,1198.949951,1189.339966,1191.439941,1191.439941,41419200
2015-02-05,1195.5,1209.900024,1195.410034,1208.709961,1208.709961,38219900
2015-02-06,1209.73999,1214.709961,1202.160034,1205.459961,1205.459961,42329700
2015-02-09,1202.26001,1208.280029,1195.380005,1195.829956,1195.829956,35495400
2015-02-10,1202.609985,1205.119995,1190.27002,1203.180054,1203.180054,36698500
2015-02-11,1201.25,1204.439941,1195.280029,1201.550049,1201.550049,35968600
2015-02-12,1207.599976,1216.27002,1206.75,1216.27002,1216.27002,37883500
2015-02-13,1218.050049,1223.73999,1214.930054,1223.130005,1223.130005,35274500
2015-02-17,1223.099976,1227.180054,1221.040039,1225.01001,1225.01001,33617500
2015-02-18,1222.560059,1227.97998,1219.839966,1227.949951,1227.949951,33700200
2015-02-19,1225.089966,1230.5,1222.849976,1227.910034,1227.910034,32471000
2015-02-20,1228.119995,1231.920044,1218.290039,1231.790039,1231.790039,32816000
2015-02-23,1230.219971,1231.839966,1222.640015,1231.829956,1231.829956,30936800
2015-02-24,1232.23999,1236.199951,1230.069946,1233.97998,1233.97998,31998400
2015-02-25,1233.23999,1236.880005,1230.949951,1235.099976,1235.099976,33123400
2015-02-26,1234.670044,1239.219971,1231.699951,1239.109985,1239.109985,34086900
2015-02-27,1238.140015,1239.670044,1233.26001,1233.369995,1233.369995,35473800
2015-03-02,1233.390015,1243.329956,1232.670044,1242.619995,1242.619995,34094900
2015-03-03,1238.790039,1238.939941,1230.73999,1234.76001,1234.76001,32623000
2015-03-04,1232.150024,1232.619995,1224.630005,1230.72998,1230.72998,34211100
2015-03-05,1232.890015,1236.050049,1228.849976,1234.310059,1234.310059,31030300
2015-03-06,1227.880005,1231.089966,1216.219971,1217.52002,1217.52002,38535700
2015-03-09,1220.47998,1225.829956,1218.76001,1223.589966,1223.589966,33490900
2015-03-10,1213.930054,1213.939941,1206.319946,1208.469971,1208.469971,36689000
2015-03-11,1209.98999,1216.5,1206.109985,1215.780029,1215.780029,34065700
2015-03-12,1221.459961,1236.680054,1221.26001,1236.640015,1236.640015,34058600
2015-03-13,1235.589966,1236.780029,1220.01001,1232.140015,1232.140015,34985600
2015-03-16,1237.079956,1241.109985,1235.699951,1239.780029,1239.780029,32956000
2015-03-17,1235.900024,1243.329956,1234.660034,1242.22998,1242.22998,32218400
2015-03-18,1239.839966,1255.680054,1235.48999,1252.140015,1252.140015,41282100
2015-03-19,1249.26001,1254.890015,1248.47998,1254.859985,1254.859985,33052200
2015-03-20,1259.709961,1267.219971,1259.709961,1266.369995,1266.369995,55541200
2015-03-23,1264.170044,1268.160034,1262.949951,1264.709961,1264.709961,32679600
2015-03-24,1264.060059,1268.079956,1262.410034,1263.459961,1263.459961,31898200
2015-03-25,1265.579956,1265.849976,1233.550049,1233.849976,1233.849976,35211400
2015-03-26,1228.800049,1237.359985,1225.469971,1231.98999,1231.98999,35106700
2015-03-27,1231.670044,1240.76001,1229.380005,1240.410034,1240.410034,30085500
2015-03-30,1246.689941,1258.23999,1246.689941,1257.800049,1257.800049,29176900
2015-03-31,1252.640015,1255.300049,1248.910034,1252.77002,1252.77002,33765500
2015-04-01,1250.98999,1251.890015,1239.599976,1251.709961,1251.709961,35432700
2015-04-02,1252.180054,1259.969971,1251.829956,1255.660034,1255.660034,30959600
2015-04-06,1250.23999,1262.76001,1249.349976,1260.540039,1260.540039,33029700
2015-04-07,1260.300049,1263.22998,1253.290039,1253.359985,1253.359985,30655100
2015-04-08,1254.390015,1264.130005,1254.359985,1262.709961,1262.709961,32653300
2015-04-09,1262.540039,1265.780029,1248.170044,1259.109985,1259.109985,31723600
2015-04-10,1263.72998,1266.0,1262.319946,1264.77002,1264.77002,5362000
2015-04-13,1265.48999,1271.73999,1265.050049,1265.589966,1265.589966,29084200
2015-04-14,1266.680054,1267.969971,1258.530029,1265.349976,1265.349976,33012700
2015-04-15,1269.650024,1278.630005,1268.819946,1275.349976,1275.349976,40137600
2015-04-16,1273.47998,1275.280029,1271.109985,1272.900024,1272.900024,34341200
2015-04-17,1264.219971,1264.219971,1248.22998,1251.859985,1251.859985,36276000
2015-04-20,1257.609985,1266.97998,1255.75,1264.920044,1264.920044,30001600
2015-04-21,1269.319946,1270.079956,1263.589966,1264.150024,1264.150024,32434100
2015-04-22,1265.01001,1266.560059,1255.040039,1265.47998,1265.47998,33484800
2015-04-23,1263.660034,1273.25,1262.410034,1271.540039,1271.540039,36366700
2015-04-24,1272.800049,1273.079956,1266.219971,1267.540039,1267.540039,33757800
2015-04-27,1269.869995,1275.839966,1250.449951,1252.699951,1252.699951,34387500
2015-04-28,1252.890015,1260.689941,1242.569946,1259.359985,1259.359985,35462700
2015-04-29,1254.5,1255.810059,1245.469971,1246.949951,1246.949951,40749700
2015-04-30,1241.400024,1242.77002,1216.099976,1220.130005,1220.130005,45096800
2015-05-01,1223.050049,1229.469971,1218.589966,1228.109985,1228.109985,33793900
2015-05-04,1230.300049,1240.630005,1230.099976,1233.219971,1233.219971,30915800
2015-05-05,1231.77002,1234.040039,1211.780029,1215.420044,1215.420044,37939500
2015-05-06,1221.530029,1222.900024,1211.130005,1219.359985,1219.359985,37922100
2015-05-07,1218.949951,1228.819946,1215.430054,1225.540039,1225.540039,36766400
2015-05-08,1234.819946,1239.380005,1232.589966,1234.930054,1234.930054,33994400
2015-05-11,1234.589966,1243.560059,1234.51001,1235.829956,1235.829956,29926700
